what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327779836312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327779836458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327779839579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327779842297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780412253
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780428534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780477318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780489689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780501645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780502926
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780503214
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780505999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780512162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780513706
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780513871
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780513871
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780515345
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780517123
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1327780549175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780550502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780550818
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780553855
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1327780566100
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1327780567504
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780574105
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327780580748
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780581127
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780581197
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780585257
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780586740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780587883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780589455
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780589495
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780603247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780621820
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780622113
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780629074
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780631728
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780632460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780637784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327780653040
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780653079
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327780661783
